data_pobrania,tytul,cena,link,aneks,czynsz,pietro,pokoje,lokalizacja,rok_budowy,ogrzewanie,kaucja,stan,powierzchnia,data_aktualizacji
2026-02-14 09:17,2 pokoje - Salon/sypialnia/klimatyzacja - Duży taras ! ul. Chachaja 13,3500,https://www.otodom.pl/pl/oferta/2-pokoje-salon-sypialnia-klimatyzacja-duzy-taras-ul-chachaja-13-ID4A1qq,NIE,750,brak,2,Wrocław,2022,brak,5100,brak,48,2026-02-14
2026-02-14 09:18,MAGNOLIA - ul. Legnicka 60c - kawalerka 22 m2,2485,https://www.otodom.pl/pl/oferta/magnolia-ul-legnicka-60c-kawalerka-22-m2-ID4A2pb,TAK,575,5,1,"ul. Legnicka, Wrocław",2022,miejskie,3640,brak,22.04,2026-02-14
2026-02-14 09:25,Studio Smart 17m2/Pet friendly/Voucher 1000 zł,1700,https://www.otodom.pl/pl/oferta/studio-smart-17m2-pet-friendly-voucher-1000-zl-ID4zVLU,TAK,700,brak,1,"ul. Buforowa, Wrocław",2022,brak,2800,brak,17,2026-02-14
2026-02-14 09:28,"Przestronny, dwupoziomowy apartament przy Jana Pawła – 5 min od Rynku",3800,https://www.otodom.pl/pl/oferta/przestronny-dwupoziomowy-apartament-przy-jana-pawla-5-min-od-rynku-ID4A6DB,TAK,1000,4,2,"pl. Jana Pawła II, Wrocław",brak,miejskie,4800,brak,66,2026-02-14
2026-02-14 09:29,"Kawalerka 53 m² – Kniaziewicza, wysoki standard, pierwszy najem",3000,https://www.otodom.pl/pl/oferta/kawalerka-53-m-kniaziewicza-wysoki-standard-pierwszy-najem-ID4y3HQ,NIE,300,2,1,"ul. gen. Karola Kniaziewicza, Wrocław",2025,miejskie,6000,brak,53,2026-02-14
2026-02-08 01:56,"Nowoczesna kawalerka 30,5 m2 z dużym balkonem na nowym osiedlu",2250,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-30-5-m2-z-duzym-balkonem-na-nowym-osiedlu-ID4zJhw,NIE,500,5,1,"ul. Adama Jerzego Czartoryskiego, Wrocław",2019,miejskie,2250,brak,31,2026-02-14
2026-02-08 01:58,Rozkładowe | Świetna lokalizacja,2900,https://www.otodom.pl/pl/oferta/rozkladowe-swietna-lokalizacja-ID4zJ7s,NIE,750,0,2,"ul. Ludwika Idzikowskiego, Wrocław",2012,brak,0,brak,53.5,2026-02-14
2026-02-08 01:59,"Dla 5 pracowników sektora budowlanego, 3 Pokoje",2290,https://www.otodom.pl/pl/oferta/dla-5-pracownikow-sektora-budowlanego-3-pokoje-ID4zJ6a,NIE,0,3,3,"ul. Franciszka Hynka, Wrocław",1980,brak,3,brak,67,2026-02-14
2026-02-08 02:00,wynajmę bezpośrednio piękne mieszkanie w centrum,2900,https://www.otodom.pl/pl/oferta/wynajme-bezposrednio-piekne-mieszkanie-w-centrum-ID44AID,TAK,900,2,3,Wrocław,1962,miejskie,3800,brak,43.5,2026-02-14
2026-02-08 02:00,PL | UA | RU | Loft z antresolą | Centrum | pl. Jana Pawła II,3500,https://www.otodom.pl/pl/oferta/pl-ua-ru-loft-z-antresola-centrum-pl-jana-pawla-ii-ID4zISn,TAK,600,3,1,"pl. Jana Pawła II, Wrocław",brak,miejskie,3500,brak,40,2026-02-14
2026-02-08 02:01,2 pok. mieszkanie z balkonem w kamienicy - Nyska,2500,https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-z-balkonem-w-kamienicy-nyska-ID4zIMq,NIE,900,1,2,"ul. Nyska, Wrocław",brak,brak,3800,brak,57,2026-02-14
2026-02-08 02:01,Nowoczesne 2-poziomowe mieszkanie 132m² z 4 tarasowymi balkonami – Wro,5900,https://www.otodom.pl/pl/oferta/nowoczesne-2-poziomowe-mieszkanie-132m-z-4-tarasowymi-balkonami-wro-ID4zlZH,NIE,1000,1,4,"ul. Bociania, Wrocław",2022,miejskie,7800,brak,132,2026-02-14
2026-02-08 02:02,"2pokoje, blisko Rynku i dworca PKP, Wrocław",2500,https://www.otodom.pl/pl/oferta/2pokoje-blisko-rynku-i-dworca-pkp-wroclaw-ID4zlsT,NIE,0,4,2,"ul. Komuny Paryskiej, Wrocław",brak,miejskie,3000,brak,45,2026-02-14
2026-02-08 02:02,Nowe|2 pokoje|Klimatyzacja|Galeria Dominikańska,3050,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-klimatyzacja-galeria-dominikanska-ID4zIIs,TAK,630,6,2,Wrocław,2022,miejskie,5000,brak,43,2026-02-14
2026-02-08 02:03,Pl|Ua|Eng|Prowizja 0%|Коммисия 0%|Lokal usługowy,6500,https://www.otodom.pl/pl/oferta/pl-ua-eng-prowizja-0-0-lokal-uslugowy-ID4zIHr,NIE,850,1,4,"bulw. kard. Stefana Wyszyńskiego, Wrocław",brak,brak,13000,brak,72,2026-02-14
2026-02-08 02:04,PL | RY | 2-pokoje | Port Popowice | 43 m² + balkon | klimatyzacja,3050,https://www.otodom.pl/pl/oferta/pl-ry-2-pokoje-port-popowice-43-m-balkon-klimatyzacja-ID4zIGs,TAK,650,2,2,"ul. Białowieska, Wrocław",brak,brak,4000,brak,44,2026-02-14
2026-02-08 02:05,"2 pok, ogródek, piwnica, parking Ul. M. Reja",2700,https://www.otodom.pl/pl/oferta/2-pok-ogrodek-piwnica-parking-ul-m-reja-ID4zIvw,NIE,1000,0,2,"ul. Mikołaja Reja, Wrocław",brak,miejskie,3000,brak,47,2026-02-14
2026-02-08 02:07,Studio na ul. Mieszczańskiej - WYNAJEM NA MIESIĄCE,2500,https://www.otodom.pl/pl/oferta/studio-na-ul-mieszczanskiej-wynajem-na-miesiace-ID4zI2l,TAK,600,3,1,"ul. Mieszczańska, Wrocław",2019,miejskie,3500,brak,23,2026-02-14
2026-02-08 02:08,Taras | Klasyczny styl | Rynek | m.p,3500,https://www.otodom.pl/pl/oferta/taras-klasyczny-styl-rynek-m-p-ID4zHVF,TAK,1370,4,2,"ul. Krawiecka, Wrocław",2006,miejskie,5000,brak,54,2026-02-14
2026-02-08 02:08,Eleganckie studio z antresolą – Sky Tower - Krzyki,2600,https://www.otodom.pl/pl/oferta/eleganckie-studio-z-antresola-sky-tower-krzyki-ID4zG3f,TAK,800,1,1,"ul. Lwowska, Wrocław",brak,brak,5000,brak,36,2026-02-14
2026-02-08 02:09,Kromera (okolice) - 2 pok. do wynajęcia ul.,2100,https://www.otodom.pl/pl/oferta/kromera-okolice-2-pok-do-wynajecia-ul-ID4zHIx,NIE,820,0,2,"ul. Grudziądzka, Wrocław",2008,miejskie,3500,brak,48.3,2026-02-14
2026-02-08 02:10,Ulica Magellana ! Pełen Rozkład ! Super Wyposażone Umeblowane Okazja !,2800,https://www.otodom.pl/pl/oferta/ulica-magellana-pelen-rozklad-super-wyposazone-umeblowane-okazja-ID4zHI6,NIE,0,2,2,Wrocław,brak,miejskie,brak,brak,46,2026-02-14
2026-02-08 02:11,Mieszkanie 37m2 dwa pokoje. Parking + komórka.,2650,https://www.otodom.pl/pl/oferta/mieszkanie-37m2-dwa-pokoje-parking-komorka-ID4e9oH,TAK,650,3,2,Wrocław,2020,brak,3500,brak,37,2026-02-14
2026-02-08 02:12,"Dwupokojowe mieszkanie, w pełni urządzone,42m",2350,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-pelni-urzadzone-42m-ID4iIzT,TAK,650,2,2,Wrocław,2022,miejskie,3000,brak,42.2,2026-02-14
2026-02-08 02:13,Wygodne w wybornej lokalizacji. Obok Sky Tower,2650,https://www.otodom.pl/pl/oferta/wygodne-w-wybornej-lokalizacji-obok-sky-tower-ID4zHq9,NIE,700,3,2,Wrocław,1920,other,brak,brak,49,2026-02-14
2026-02-08 02:13,Plac Grunwaldzki Liskego 2 pokoje 43 m2 klimatyzacja,3000,https://www.otodom.pl/pl/oferta/plac-grunwaldzki-liskego-2-pokoje-43-m2-klimatyzacja-ID4vFHc,TAK,0,4,2,"ul. Ksawerego Liskego, Wrocław",brak,miejskie,3000,brak,43,2026-02-14
2026-02-08 02:14,2 pokoje z ogródkiem I miesjce postojowe I kameralne osiedle,2950,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-i-miesjce-postojowe-i-kameralne-osiedle-ID4y6NJ,TAK,400,0,2,"ul. Lekcyjna, Wrocław",2012,gazowe,4000,brak,52.04,2026-02-14
2026-02-08 02:14,Słoneczny apartament w nowoczesnej willi miejskiej,4400,https://www.otodom.pl/pl/oferta/sloneczny-apartament-w-nowoczesnej-willi-miejskiej-ID4knMf,NIE,2200,1,3,"aleja Lipowa, Wrocław",2009,miejskie,12000,brak,104,2026-02-14
2026-02-08 02:15,"Nowe, słoneczne mieszkanie 2-pok. z m. postojowym-Jagodno",3000,https://www.otodom.pl/pl/oferta/nowe-sloneczne-mieszkanie-2-pok-z-m-postojowym-jagodno-ID4zGE3,NIE,700,4,2,"ul. Buforowa, Wrocław",brak,brak,3000,brak,52,2026-02-14
2026-02-08 02:16,"3 pok.71m2 garaż, piwnica, balkon, kom.lok 12m2",3950,https://www.otodom.pl/pl/oferta/3-pok-71m2-garaz-piwnica-balkon-kom-lok-12m2-ID4wE4l,TAK,900,3,3,"ul. Rafała Wojaczka, Wrocław",brak,miejskie,8000,brak,71,2026-02-14
2026-02-08 02:17,Apartament 105 m² | Balkon | Garaż | Krzyki-Borek,4400,https://www.otodom.pl/pl/oferta/apartament-105-m-balkon-garaz-krzyki-borek-ID4yspV,TAK,1860,1,3,"al. Lipowa, Wrocław",2005,miejskie,brak,brak,105,2026-02-14
2026-02-08 02:18,Na wynajem 3 pokoje - ul. Powstańców Śląskich,2800,https://www.otodom.pl/pl/oferta/na-wynajem-3-pokoje-ul-powstancow-slaskich-ID4zGes,NIE,1250,2,3,"pl. Powstańców Śląskich, Wrocław",1972,brak,0,brak,51,2026-02-14
2026-02-08 02:20,Kawalerka od teraz – ATAL City Square - Pet friendly!,1999,https://www.otodom.pl/pl/oferta/kawalerka-od-teraz-atal-city-square-pet-friendly-ID4zFPY,TAK,600,1,1,Wrocław,2024,miejskie,2599,brak,20,2026-02-14
2026-02-08 02:20,Klimatyczne apartamenty w sercu zielonych Karłowic Arche Klasztor,2500,https://www.otodom.pl/pl/oferta/klimatyczne-apartamenty-w-sercu-zielonych-karlowic-arche-klasztor-ID4zBhV,TAK,0,1,1,"al. Jana Kasprowicza, Wrocław",brak,gazowe,1000,brak,16.92,2026-02-14
2026-02-08 02:24,Wynajmę umeblowaną kawalerkę 25m2,1950,https://www.otodom.pl/pl/oferta/wynajme-umeblowana-kawalerke-25m2-ID4ogNV,NIE,500,1,1,"ul. Ptasia, Wrocław",2023,miejskie,3900,brak,25,2026-02-14
2026-02-08 02:25,Stylowe mieszkanie 76 m²  | 2 pokoje | Wojnów,3500,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-76-m-2-pokoje-wojnow-ID4z1tT,NIE,0,0,2,"ul. Wykładowa, Wrocław",brak,gazowe,4000,brak,76,2026-02-14
2026-02-08 02:26,2 sypialnie - Nowe budownictwo - 2 balkony,4000,https://www.otodom.pl/pl/oferta/2-sypialnie-nowe-budownictwo-2-balkony-ID4zDTK,NIE,1200,6,3,Wrocław,brak,miejskie,5000,brak,66.76,2026-02-14
2026-02-08 02:26,ul.Mieszczańska 59m2 3pok 4200zł  wysoki standard,4200,https://www.otodom.pl/pl/oferta/ul-mieszczanska-59m2-3pok-4200zl-wysoki-standard-ID4ywsu,TAK,600,5,3,"ul. Mieszczańska, Wrocław",2019,miejskie,5000,brak,62,2026-02-14
2026-02-08 02:29,"Mieszkanie, 45 m², Wrocław",2800,https://www.otodom.pl/pl/oferta/mieszkanie-45-m-wroclaw-ID4xIdf,NIE,770,1,2,"ul. Bzowa, Wrocław",1970,miejskie,3000,brak,45,2026-02-14
2026-02-08 02:31,Kawalerka przy Dmowskiego,2100,https://www.otodom.pl/pl/oferta/kawalerka-przy-dmowskiego-ID4zEnG,TAK,480,0,1,"ul. Romana Dmowskiego, Wrocław",2015,brak,brak,brak,26.2,2026-02-14
2026-02-08 02:32,al. Jana Matejki|240 m2|6 pokoi i 3 łazienki| 4 miejsca postojowe,13000,https://www.otodom.pl/pl/oferta/al-jana-matejki-240-m2-6-pokoi-i-3-lazienki-4-miejsca-postojowe-ID4zEmt,TAK,2062,5,6,"al. Jana Matejki, Wrocław",brak,miejskie,18000,brak,240,2026-02-14
2026-02-08 02:34,Możliwość najmu na 6 miesięcy | Pierwszy najem | Garaż,3500,https://www.otodom.pl/pl/oferta/mozliwosc-najmu-na-6-miesiecy-pierwszy-najem-garaz-ID4yUau,NIE,800,5,3,"ul. Ślężna, Wrocław",2025,miejskie,4300,brak,61,2026-02-14
2026-02-08 02:37,4 pokoje na Ołtaszynie|2 tarasy|2 miejsca postojowe,10000,https://www.otodom.pl/pl/oferta/4-pokoje-na-oltaszynie-2-tarasy-2-miejsca-postojowe-ID4yYls,TAK,1000,1,4,"ul. adm. Józefa Unruga, Wrocław",brak,brak,11500,brak,122,2026-02-14
2026-02-08 02:39,Eleganckie studio. Nowe budownictwo. Na już.,2250,https://www.otodom.pl/pl/oferta/eleganckie-studio-nowe-budownictwo-na-juz-ID4vGWH,TAK,500,4,1,"ul. Krzycka, Wrocław",2012,miejskie,2600,brak,27,2026-02-14
2026-02-08 02:41,2 pokoje dostępne od zaraz,2600,https://www.otodom.pl/pl/oferta/2-pokoje-dostepne-od-zaraz-ID4zCHn,TAK,680,2,2,"ul. Aleksandra Godlewskiego, Wrocław",2002,miejskie,3000,brak,43,2026-02-14
2026-02-08 02:42,Mikroapartamenty przy PKP ul. Stawowa /Rejtana Najem  średnioterminowy,3000,https://www.otodom.pl/pl/oferta/mikroapartamenty-przy-pkp-ul-stawowa-rejtana-najem-srednioterminowy-ID4zCBU,TAK,0,2,1,"ul. Tadeusza Rejtana, Wrocław",1900,other,2000,brak,28,2026-02-14
2026-02-08 02:42,Designerskie mieszkanie 90m2 + 2MP + Traras!,5500,https://www.otodom.pl/pl/oferta/designerskie-mieszkanie-90m2-2mp-traras-ID4yIsc,TAK,1550,0,3,"ul. Zwycięska, Wrocław",2018,miejskie,10000,brak,90,2026-02-14
2026-02-08 02:44,Unikatowy apartament Młyn Maria_Ostrów Tumski,3250,https://www.otodom.pl/pl/oferta/unikatowy-apartament-mlyn-maria-ostrow-tumski-ID4z1tw,NIE,750,4,2,"ul. gen. Józefa Bema, Wrocław",2024,miejskie,5000,brak,45,2026-02-14
2026-02-08 02:44,2-pokojowe mieszkanie z dużym tarasem Zakładowa,2600,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-duzym-tarasem-zakladowa-ID4zCet,TAK,500,0,2,"ul. Zakładowa, Wrocław",2018,miejskie,brak,brak,36,2026-02-14
2026-02-08 02:47,2 Pokoje | ul. Rumiankowa | Z Dużym Ogrodem i Garderobą,2800,https://www.otodom.pl/pl/oferta/2-pokoje-ul-rumiankowa-z-duzym-ogrodem-i-garderoba-ID4zBWG,NIE,900,0,2,"ul. Rumiankowa, Wrocław",brak,gazowe,3700,brak,53,2026-02-14
2026-02-08 02:48,Nowoczesny apartament w budynku Marina nad Odrą,8100,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-w-budynku-marina-nad-odra-ID4zBRN,NIE,2000,2,2,"ul. Pomorska, Wrocław",2018,miejskie,15000,brak,44.07,2026-02-14
2026-02-08 02:48,Pierwszy najem zjawiskowego mieszkania w willi na Borku!,2600,https://www.otodom.pl/pl/oferta/pierwszy-najem-zjawiskowego-mieszkania-w-willi-na-borku-ID4zBzx,TAK,652,2,2,"Aleja Kasztanowa, Wrocław",brak,miejskie,3500,brak,35,2026-02-14
2026-02-08 02:49,Stylowe 2 pok. w odrestaurowanej kamienicy. Szpitalna,2800,https://www.otodom.pl/pl/oferta/stylowe-2-pok-w-odrestaurowanej-kamienicy-szpitalna-ID4zfum,NIE,450,2,2,"ul. Szpitalna, Wrocław",1930,electrical,2800,brak,62,2026-02-14
2026-02-08 02:49,Luksusowy apartament na wodzie/prywatny taras na dachu/Centrum,14999,https://www.otodom.pl/pl/oferta/luksusowy-apartament-na-wodzie-prywatny-taras-na-dachu-centrum-ID4zp9K,TAK,2500,4,3,"ul. Księcia Witolda, Wrocław",2020,miejskie,35000,brak,118,2026-02-14
2026-02-08 02:50,Atrakcyjne 3-pokoje z balkonem–Olimpia Port,3500,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pokoje-z-balkonemolimpia-port-ID4zAz5,TAK,0,1,3,"Vespucciego, Wrocław",brak,miejskie,brak,brak,51,2026-02-14
2026-02-08 02:50,Jasne 2‑pokojowe mieszkanie pierwszy najem - Trzmielowicka,2290,https://www.otodom.pl/pl/oferta/jasne-2pokojowe-mieszkanie-pierwszy-najem-trzmielowicka-ID4zAqW,TAK,950,3,2,"ul. Trzmielowicka, Wrocław",brak,miejskie,3240,brak,35,2026-02-14
2026-02-08 02:51,"Apartament 2pok., taras 30m2, Gądów Mały",3800,https://www.otodom.pl/pl/oferta/apartament-2pok-taras-30m2-gadow-maly-ID4zAir,TAK,0,3,2,"ul. Ludwika Idzikowskiego, Wrocław",2011,miejskie,5000,brak,67,2026-02-14
2026-02-08 02:51,Lux wyposażony Klimatyzacja Siłownia! Balkon!,2350,https://www.otodom.pl/pl/oferta/lux-wyposazony-klimatyzacja-silownia-balkon-ID43dKK,NIE,600,3,1,"ul. Na Grobli, Wrocław",2020,miejskie,brak,brak,28,2026-02-14
2026-02-08 02:52,Stylowe 2 pokoje | 73 m2 | Pomorska,3300,https://www.otodom.pl/pl/oferta/stylowe-2-pokoje-73-m2-pomorska-ID4zzJK,NIE,450,4,2,"ul. Pomorska, Wrocław",1900,gazowe,4000,brak,72.8,2026-02-14
2026-02-08 02:53,"Mieszkanie w samym sercu Wrocławia| 46,6 m2",4200,https://www.otodom.pl/pl/oferta/mieszkanie-w-samym-sercu-wroclawia-46-6-m2-ID4zjD1,NIE,900,3,3,Wrocław,brak,brak,brak,brak,46.6,2026-02-14
2026-02-08 02:53,"Bujwida, 2 pok, cicho, zielono",2300,https://www.otodom.pl/pl/oferta/bujwida-2-pok-cicho-zielono-ID4zzaQ,NIE,700,0,2,"ul. Odona Bujwida, Wrocław",brak,miejskie,3000,brak,60,2026-02-14
2026-02-08 02:54,PIERWSZY NAJEM 2-pok apartament  ATAL Madalińskiego *pod klucz*,3500,https://www.otodom.pl/pl/oferta/pierwszy-najem-2-pok-apartament-atal-madalinskiego-pod-klucz-ID4zyC9,TAK,850,5,2,Wrocław,brak,brak,brak,brak,45,2026-02-14
2026-02-08 02:54,2 Pokoje - Klima - Balkon - Garaż - Krzyki,3200,https://www.otodom.pl/pl/oferta/2-pokoje-klima-balkon-garaz-krzyki-ID4zynf,TAK,0,4,2,"ul. Komuny Paryskiej, Wrocław",brak,miejskie,4000,brak,40,2026-02-14
2026-02-08 02:55,✧Apartament ✧Atal Towers ✧2 łazienki ✧Garaż✧ ENG,4400,https://www.otodom.pl/pl/oferta/apartament-atal-towers-2-lazienki-garaz-eng-ID4zxYU,TAK,950,1,3,Wrocław,2017,miejskie,5000,brak,62,2026-02-14
2026-02-08 02:55,3 piętro/balkon/parking/okolice FATu,2500,https://www.otodom.pl/pl/oferta/3-pietro-balkon-parking-okolice-fatu-ID4rlG4,TAK,650,3,2,"ul. Miedziana, Wrocław",2023,miejskie,2500,brak,39,2026-02-14
2026-02-08 02:57,Apartament 3 min do Rynku!,3800,https://www.otodom.pl/pl/oferta/apartament-3-min-do-rynku-ID4zpoE,TAK,0,2,2,"ul. Krawiecka, Wrocław",brak,brak,0,brak,66.5,2026-02-14
2026-02-08 02:57,"Prusa, rozkładowe, parking, komórka - bez prowizji",3000,https://www.otodom.pl/pl/oferta/prusa-rozkladowe-parking-komorka-bez-prowizji-ID4zuVP,NIE,0,0,2,"ul. Bolesława Prusa, Wrocław",1990,miejskie,brak,brak,46,2026-02-14
2026-02-08 02:58,Sky Tower/36 piętro/Lux/3 pokoje,14000,https://www.otodom.pl/pl/oferta/sky-tower-36-pietro-lux-3-pokoje-ID4yTyL,TAK,3000,10,3,"ul. Gwiaździsta, Wrocław",2012,miejskie,brak,brak,100,2026-02-14
2026-02-08 02:59,"Mikroapartament, Port Popowice, Wrocław",1950,https://www.otodom.pl/pl/oferta/mikroapartament-port-popowice-wroclaw-ID4z1Fq,TAK,0,6,1,Wrocław,2020,miejskie,2000,brak,18,2026-02-14
2026-02-08 03:00,"Szereg z tarasem, ogródkiem i garażem, 10 min. od pl. Grunwaldzkiego",3500,https://www.otodom.pl/pl/oferta/szereg-z-tarasem-ogrodkiem-i-garazem-10-min-od-pl-grunwaldzkiego-ID4yWoq,NIE,1200,0,3,"ul. Kętrzyńska, Wrocław",2000,gazowe,4700,brak,88,2026-02-14
2026-02-08 03:00,Studio 28 m2 /Nefrytowa/ Ołtaszyn,2200,https://www.otodom.pl/pl/oferta/studio-28-m2-nefrytowa-oltaszyn-ID4yZ8a,NIE,465,2,1,"ul. Nefrytowa, Wrocław",2023,miejskie,brak,brak,28,2026-02-14
2026-02-08 03:01,Doskonała lokalizacja |Przyjazne zwierzętom | Bez prowizji I Dostępne,3085,https://www.otodom.pl/pl/oferta/doskonala-lokalizacja-przyjazne-zwierzetom-bez-prowizji-i-dostepne-ID4yzzt,NIE,464,3,3,"ul. Kolejowa, Wrocław",brak,miejskie,6170,brak,63,2026-02-14
2026-02-08 03:01,3 pokojowe/Ameriga Vespucciego / Olimpia Port,3200,https://www.otodom.pl/pl/oferta/3-pokojowe-ameriga-vespucciego-olimpia-port-ID4zrAT,NIE,865,3,3,"Ameriga Vespucciego, Wrocław",2023,miejskie,brak,brak,53,2026-02-14
2026-02-08 03:02,Luksusowy dwupoziomowy apartament 85 m² z tarasem,6500,https://www.otodom.pl/pl/oferta/luksusowy-dwupoziomowy-apartament-85-m-z-tarasem-ID4zpJv,NIE,800,1,3,"ul. Jurija Gagarina, Wrocław",2022,miejskie,10000,brak,85,2026-02-14
2026-02-08 03:03,Trzypokojowe mieszkanie na wynajem|osobna kuchnia,3300,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-wynajem-osobna-kuchnia-ID4zpfY,NIE,0,0,3,"ul. Kiełczowska, Wrocław",brak,miejskie,brak,brak,67,2026-02-14
2026-02-08 03:05,"Piękne mieszkanie we Wrocławiu, ul. Trzmielowicka",5500,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-we-wroclawiu-ul-trzmielowicka-ID4znVF,TAK,850,3,5,Wrocław,2023,miejskie,brak,brak,100,2026-02-14
2026-02-08 03:05,Nowa kawalerka w centrum! Parking! Piwnica!,2100,https://www.otodom.pl/pl/oferta/nowa-kawalerka-w-centrum-parking-piwnica-ID4tyxX,TAK,360,1,1,Wrocław,2024,brak,4000,brak,26,2026-02-14
2026-02-08 03:06,"Piękne mieszkanie, pierwszy najem!",2500,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-pierwszy-najem-ID4yKMA,TAK,500,3,2,"ul. Maślicka, Wrocław",2024,brak,3100,brak,36,2026-02-14
2026-02-08 03:07,Sky Tower/42 piętro/panorama miasta/2 pokoje,15000,https://www.otodom.pl/pl/oferta/sky-tower-42-pietro-panorama-miasta-2-pokoje-ID4yMZ5,TAK,3000,10,2,"ul. Gwiaździsta, Wrocław",2012,miejskie,brak,brak,100,2026-02-14
2026-02-08 03:07,Quorum/Wysoki standard/Taras,6000,https://www.otodom.pl/pl/oferta/quorum-wysoki-standard-taras-ID4yO0t,TAK,1500,10,2,"ul. Parkowa, Wrocław",2024,miejskie,brak,brak,50,2026-02-14
2026-02-08 03:07,2 pokoje | Balkon | Garaż | Garderoba | Park,3300,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-garaz-garderoba-park-ID4zkFQ,TAK,500,1,2,"al. gen. Józefa Hallera, Wrocław",2021,miejskie,brak,brak,43.79,2026-02-14
2026-02-08 03:08,3-pokojowy apartament na Starym Mieście 63m2,3600,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-na-starym-miescie-63m2-ID4zknz,NIE,930,5,3,Wrocław,2012,miejskie,brak,brak,63,2026-02-14
2026-02-09 04:21,Stylowe mieszkanie w kamienicy – Wrocław (Stare Miasto),3400,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-w-kamienicy-wroclaw-stare-miasto-ID4A0Rt,NIE,290,0,2,"ul. Podwale, Wrocław",brak,gazowe,4500,brak,57,2026-02-14
